PBRHRTPACNOR2            HRT PARTICIPACOES EM PETROLEO, S.A.      23.48468   20150309      161458MXN                                
PBRHYPEACNOR0            HYPERMARCAS, S.A.                        93.93870   20150309      161458MXN                                
PBRIGTAACNOR5            IGUATEMI EMP DE SHOPPING                126.07563   20150309      161458MXN                                
PBRITSAACNPR7            ITAUSA PN                                46.62326   20150309      161458MXN                                
PBRITUBACNPR1            ITAUBANCO PN                            168.54581   20150309      161458MXN                                
PBRJBSSACNOR8            JBS, S.A.                                65.16380   20150309      161458MXN                                
PBRKLBNACNPR9            KLABIN SA-PREF                           17.99668   20150309      161458MXN                                
PBRKROTCDAM11            KROTON EDUCACIONAL, S.A.                197.76569   20150309      161458MXN                                
PBRLAMEACNOR9            LOJAS AMERICANAS, S.A.                   62.19731   20150309      161458MXN                                
PBRLAMEACNPR6            LOJAS AMERICANAS, S.A.-PREF              79.84790   20150309      161458MXN                                
PBRLIGTACNOR2            LIGHT, S.A.                              61.99954   20150309      161458MXN                                
PBRLLISACNOR4            RESTOQUE COMERCIO E CONFEC               33.62017   20150309      161458MXN                                
PBRLPSBACNOR0            LPS BRASIL CONSULTORIA DE IMOVEIS,       31.39530   20150309      161458MXN                                
PBRLRENACNOR1            LOJAS RENNER, S.A.                      404.43084   20150309      161458MXN                                
PBRLUPAACNOR8            LUPATECH, S.A.                            0.24721   20150309      161458MXN                                
PBRMAGGACNOR4            MAGNESITA REFRATARIOS, S.A.               9.24555   20150309      161458MXN                                
PBRMGLUACNOR2            MAGAZINE LUIZA, S.A.                     25.41289   20150309      161458MXN                                
PBRMILSACNOR2            MILLS ESTRUTURAS E SERVICOS DE ENGE      34.60900   20150309      161458MXN                                
PBRMMXMACNOR2            MMX MINERACAO E METALICO-RCT              3.36202   20150309      161458MXN                                
PBRMPLUACNOR3            MULTIPLUS, S.A.                         173.09442   20150309      161458MXN                                
PBRMRFGACNOR0            MARFRIG FRIGORIFICOS E COMER             19.97434   20150309      161458MXN                                
PBRMRVEACNOR2            MRV ENGENHARIA                           33.37296   20150309      161458MXN                                
PBRMULTACNOR5            MULTIPLAN EMPREENDIMIENTOS              245.08113   20150309      161458MXN                                
PBRNATUACNOR6            NATURA COSMETICOS, S.A.                 125.77898   20150309      161458MXN                                
PBRNETCACNPR3            NET SERVICOS DE COMUNI-PREF             197.76569   20150309      161458MXN                                
PBRODPVACNOR4            ODONTOPREV, S.A.                         51.66629   20150309      161458MXN                                
PBROGXPACNOR3            OGX PETROLEO E GAS PARTICIPA              0.34609   20150309      161458MXN                                
PBROHLBACNOR6            OBRASCON HUARTE LAIN BRASIL              93.19708   20150309      161458MXN                                
PBROSXBACNOR8            OSX BRASIL, S.A.                          0.93939   20150309      161458MXN                                
PBRPDGRACNOR8            PDG REALTY, S.A.                          1.97766   20150309      161458MXN                                
PBRPETRACNOR9            PETROBRAS - PETROLEO BRAS                43.45901   20150309      161458MXN                                
PBRPETRACNPR6            PETROBRAS - PETROLEO BRAS-PR             44.05231   20150309      161458MXN                                
PBRPOMOACNPR7            MARCOPOLO SA-PREF                        10.38270   20150309      161458MXN                                
PBRPOSIACNOR9            POSITIVO INFORMATICA, S.A.               10.87711   20150309      161458MXN                                
PBRQGEPACNOR8            QGEP PARTICIPACOES, S.A.                 31.39530   20150309      161458MXN                                
PBRRAIAACNOR2            RAIA, S.A.                              150.79634   20150309      161458MXN                                
PBRRAPTACNPR4            RANDON PARTICIPACOES, S.A. PREF          16.36511   20150309      161458MXN                                
PBRRDCDACNOR3            REDECARD, S.A.                          173.83604   20150309      161458MXN                                
PBRRENTACNOR4            LOCALIZA RENT A CAR                     167.95251   20150309      161458MXN                                
PBRROMIACNOR8            INDUSTRIAS ROMI, S.A.                     8.30616   20150309      161458MXN                                
PBRRSIDACNOR8            ROSSI RESIDENCIAL, S.A.                  13.34918   20150309      161458MXN                                
PBRSLCEACNOR2            SLC AGRICOLA, S.A.                       68.67414   20150309      161458MXN                                
PBRSLEDACNPR7            SARAIVA, S.A. LIVREIROS-PREF             20.96316   20150309      161458MXN                                
PBRSMTOACNOR3            SAO MARTINHO, S.A.                      176.65420   20150309      161458MXN                                
PBRSTNCLTN6S3            BRAZIL LETRAS DO TESOURO NACIONAL      4446.51581   20150309      161458MXN                                
PBRSTNCLTN6V7            BRAZIL LETRAS DO TESOURO NACIONAL      4904.10892   20150309      161458MXN                                
PBRSTNCLTN6W5            BRAZIL LETRAS DO TESOURO NACIONAL      4181.71998   20150309      161458MXN                                
PBRSTNCLTN6X3            BRAZIL LETRAS DO TESOURO NACIONAL      3929.70459   20150309      161458MXN                                
PBRSTNCLTN6Y1            BRAZIL LETRAS DO TESOURO NACIONAL      4758.46569   20150309      161458MXN                                
PBRSTNCLTN707            BRAZIL LETRAS DO TESOURO NACIONAL      3693.74009   20150309      161458MXN                                
PBRSTNCNTF0G9            BRAZIL NOTAS DO TESOURO NACIONAL SE    4759.64789   20150309      161458MXN                                
PBRSTNCNTF0N5            BRAZIL NOTAS DO TESOURO NACIONAL SE    4421.17818   20150309      161458MXN                                
PBRSTNCNTF139            BRAZIL NOTAS DO TESOURO NACIONAL SE    4656.60074   20150309      161458MXN                                
PBRSTNCNTF147            BRAZIL NOTAS DO TESOURO NACIONAL SE    4302.84512   20150309      161458MXN                                
PBRSTNCNTF162            BRAZIL NOTAS DO TESOURO NACIONAL SE    4570.95925   20150309      161458MXN                                
PBRSULACDAM12            SUL AMERICA, S.A.                        62.04899   20150309      161458MXN                                
PBRSUZBACNPA3            SUZANO PAPEL E CELULOSE, S.A.            66.15262   20150309      161458MXN                                
PBRTBLEACNOR2            TRACTEBEL ENERGIA, S.A.                 159.30027   20150309      161458MXN                                
PBRTCSAACNOR3            TECNISA, S.A.                            18.54053   20150309      161458MXN                                
PBRTIMPACNOR1            TIM PARTICIPACOES, S.A.                  57.25317   20150309      161458MXN                                
PBRTNLPACNPR0            TELEMAR PN                              100.86050   20150309      161458MXN                                
PBRTOTSACNOR8            TOTVS, S.A.                             167.35922   20150309      161458MXN                                
PBRUOLLACNPR5            UNIVERSO ONLINE, S.A.                    97.00407   20150309      161458MXN                                
PBRUSIMACNPA6            USINAS SIDER MINAS GER-PF A              22.44641   20150309      161458MXN                                
PBRVALEACNOR0            CIA VALE DO RIO DOCE                     96.60854   20150309      161458MXN                                
PBRVALEACNPA3            CIA VALE DO RIO DOCE                     84.44595   20150309      161458MXN                                
PBSP943981071            ULTRAPETROL                              22.25434   20150309      161458MXN                                
PCA0202831073            ALMADEN MINERALS LTD.                    14.52714   20150309      161458MXN                                
PCA0209361009            ALTIUS MINERALS CORPORATION             146.54188   20150309      161458MXN                                
PCA04682R1073            ATHABASCA OIL CORP.                      23.56452   20150309      161458MXN                                
PCA05155C1059            AURICO GOLD INC.                         44.18348   20150309      161458MXN                                
PCA0641491075            BANK OF NOVA SCOTIA                     791.57437   20150309      161458MXN                                
PCA0679011084            BARRICK GOLD CORP.                      166.90752   20150309      161458MXN                                
PCA0731761098            BAYTEX ENERGY TRUST                     717.85688   20150309      161458MXN                                
PCA09228F1036            BLACKBERRY                              152.38038   20150309      161458MXN                                
PCA0966311064            BOARDWALK REAL ESTATE INVESTMENT TR     725.95915   20150309      161458MXN                                
PCA0977512007            BOMBARDIER INC 'B'                       29.33292   20150309      161458MXN                                
PCA1363851017            CANADIAN NATURAL RESOURCES LTD.         450.65030   20150309      161458MXN                                
PCA13739Y3041            CANDENTE RESOURCE CORP.                   1.10459   20150309      161458MXN                                
PCA14068G1046            CAPSTONE MINING CORP.                    15.83241   20150309      161458MXN                                
PCA1488871023            CATAMARAN CORP.                         747.19177   20150309      161458MXN                                
PCA14888T1049            CENTURYLINK INC ORD USD1.0                0.18410   20150309      161458MXN                                
PCA15135U1093            CENOVUS ENERGY INC.                     269.06110   20150309      161458MXN                                
PCA1520061021            CENTERRA GOLD INC.                       65.17064   20150309      161458MXN                                
PCA2849021035            ELDORADO GOLD CORP.                      71.79816   20150309      161458MXN                                
PCA2925051047            ENCANA CORPORATION                      176.64379   20150309      161458MXN                                
PCA29268A1030            ENERGOLD DRILLING CORP.                  12.27319   20150309      161458MXN                                
PCA3039011026            FAIRFAX FINANCIAL HOLDINGS LTD.        8188.35930   20150309      161458MXN                                
PCA32076V1031            AGCO CORP                                83.00000   20150309      161458MXN                                
PCA3499151080            FORTUNA SILVER MINES INC.                57.43853   20150309      161458MXN                                
PCA36458V1022            GALWAY RESOURCES LTD.                    28.22834   20150309      161458MXN                                
PCA36467T1066            GAMMON GOLD INC.                        144.18955   20150309      161458MXN                                
PCA3809564097            GOLDCORP INC.                           287.45184   20150309      161458MXN                                
PCA38141A1075            GOLDGROUP MINING INC.                     1.35005   20150309      161458MXN                                
PCA38501D2041            GRAN COLOMBIA GOLD CORP.                  4.66381   20150309      161458MXN                                
PCA3901241057            GREAT BASIN GOLD LTD.                     0.03400   20150309      161458MXN                                
PCA3979132030            GREYSTAR RESOURCES LTD.                  26.01916   20150309      161458MXN                                
PCA4044282032            H&R REAL ESTATE INVESTMENT TRUST        276.88315   20150309      161458MXN                                
PCA4509131088            INDUSTRIAL ALLIANCE INSURANCE AND F      37.09056   20150309      161458MXN                                
PCA45790F1053            INSIGNIA ENERGY LTD.                     16.56881   20150309      161458MXN                                
PCA4609511064            INTEROIL CORPORATION                    675.51182   20150309      161458MXN                                
PCA46428D1087            ISHARES S&P / TSX 60 INDEX ETF          269.76470   20150309      161458MXN                                
PCA46431A1093            ISHARES CANADIAN SHORT TERM BOND IN     354.32698   20150309      161458MXN                                
PCA47009M1032            JAGUAR MINING INC.                        6.49085   20150309      161458MXN                                
PCA5592224011            MAGNA INTERNATIONAL INC.               1646.51178   20150309      161458MXN                                
PCA59151K1084            METHANEX CORP                           873.63723   20150309      161458MXN                                
PCA6565685089            NORTEL NETWORK CORP.                      0.04636   20150309      161458MXN                                
PCA66987E2069            NOVAGOLD RESOURCES INC.                  46.36320   20150309      161458MXN                                
PCA68701T1057            ORO MINING LTD.                           1.22732   20150309      161458MXN                                
PCA6940712004            PACIFIC COAL RESOURCES LTD.               0.55229   20150309      161458MXN                                
PCA69480U2065            PARTNERRE LTD                            38.29235   20150309      161458MXN                                
PCA6979001089            PAN AMERICAN SILVER CORP                136.30781   20150309      161458MXN                                
PCA71672C1014            PETROMAGDALENA ENERGY CORP               19.51437   20150309      161458MXN                                
PCA71673R1073            PETROMINERALES LTD.                     150.46930   20150309      161458MXN                                
PCA73755L1076            POTASH CORP OF SASKATCHEWAN             522.04963   20150309      161458MXN                                
PCA74733X1069            QUADRA FNX MINING LTD.                  183.97511   20150309      161458MXN                                
PCA76689T1049            RIO ALTO MINING LTD.                     52.69950   20150309      161458MXN                                
PCA7669101031            RIO CAN REAL ESTATE INVESTMENT TRUS     340.45827   20150309      161458MXN                                
PCA7800871021            ROYAL BANK OF CANADA                    943.49112   20150309      161458MXN                                
PCA81173R1010            SEAFIELD RESOURCES LTD.                   0.06137   20150309      161458MXN                                
PCA82823L1067            SILVER STANDARD RESOURCES                66.60846   20150309      161458MXN                                
PCA8283361076            SILVER WHEATON CORP                     285.96531   20150309      161458MXN                                
PCA8283651062            SILVERCREST MINES INC.                   16.69075   20150309      161458MXN                                
PCA8787422044            TECK RESOURCES LTD.                     220.22520   20150309      161458MXN                                
PCA8847681027            THOMPSON CREEK METALS COMPANY INC.       18.39074   20150309      161458MXN                                
PCA8911605092            TORONTO-DOMINIONBANK                    665.45232   20150309      161458MXN                                
PCA9004351081            TURQUOISE HILL RESOURCES LTD.            48.47910   20150309      161458MXN                                
PCA91911K1021            VALEANT PHARMACEUTICALS INTERNATION    3163.36114   20150309      161458MXN                                
PCA9225891063            VENA RESOURCES                            0.98186   20150309      161458MXN                                
PCA98462Y1007            YAMANA GOLD INC.                         55.79038   20150309      161458MXN                                
PCH0004647951            HUEGLI HOLDING AG                     11484.89421   20150309      161458MXN                                
PCH0010570767            LINDT & SPRUENGLI PC                  83783.24467   20150309      161458MXN                                
PCH0012032048            ROCHE HOLDING AG                       4071.48914   20150309      161458MXN                                
PCH0012221716            ABB LTD-REG                             320.22772   20150309      161458MXN                                
PCH0012255151            SWATCH GROUP AG/THE                    6542.62416   20150309      161458MXN                                
PCH0024899483            UBS AG                                  270.64812   20150309      161458MXN                                
PCH0025751329            LOGITECH INTERNATIONAL, S.A.            210.95256   20150309      161458MXN                                
PCH0038863350            NESTLE, S.A.                           1190.85174   20150309      161458MXN                                
PCH0048265513            TRANSOCEAN LTD.                         225.32515   20150309      161458MXN                                
PCH0102993182            TELENOR ASA                            1114.72587   20150309      161458MXN                                
PCH0126881561            SWISS RE LTD ORD                       1407.37023   20150309      161458MXN                                
PCH0244767585            UBS AG                                  270.14291   20150309      161458MXN                                
PCH0246574757            DUFRY AG                                  0.00002   20150309      161458MXN                                
PCL0000000100            CONTACT ENERGY LTD.                      69.62947   20150309      161458MXN                                
PCL0000000423            SATURN ELECTRONICS AND INGEREING, I     145.33851   20150309      161458MXN                                
PCL0000000449            SALFACORP                                12.97138   20150309      161458MXN                                
PCL0000000522            DISTRIBUCION Y SERVICIO D&S              12.06067   20150309      161458MXN                                
PCL0000001173            RIPLEY CO                                 7.67945   20150309      161458MXN                                
PCL0000001256            IAM, S.A.                                23.92444   20150309      161458MXN                                
PCL0000001314            EMPRESAS CMPC, S.A.                      38.56462   20150309      161458MXN                                
PCL0000001322            SCHWAGER                                  0.02191   20150309      161458MXN                                
PCL0000001934            SONDA, S.A.                              36.43800   20150309      161458MXN                                
PCL0000002395            MULTIEXPORT FOODS, S.A.                   3.32038   20150309      161458MXN                                
PCL0001763912            AQUACHILE, S.A.                          10.48540   20150309      161458MXN                                
PCL0001924357            LA POLAR                                  0.52673   20150309      161458MXN                                
PCLCORX290014            COBHAM PLC                                0.15642   20150309      161458MXN                                
PCLP009331040            INDICE DE VIVIENDA DE RENDIMIENTO T      22.35778   20150309      161458MXN                                
PCLP0939W1081            BANCO DE CHILE                            1.75471   20150309      161458MXN                                
PCLP1506A1070            SANTANDER CHILE                           0.80856   20150309      161458MXN                                
PCLP249051044            CIA CERVECERIAS UNIDAS, S.A.            141.04343   20150309      161458MXN                                
PCLP256251073            CAP GEMINI SA                            62.73520   20150309      161458MXN                                
PCLP3058U1272            CIA TELECOMUNICACION CHILE-A              7.65484   20150309      161458MXN                                
PCLP3064M1019            CIA SUDAMERICANA DE VAPORES               0.62026   20150309      161458MXN                                
PCLP3615W1037            ROCKWELL COLLINS INC.                     4.24930   20150309      161458MXN                                
PCLP3697S1034            ANDINA B                                 43.76056   20150309      161458MXN                                
PCLP3697U1089            ANDINA A                                 34.46153   20150309      161458MXN                                
PCLP3710M1090            EMPRESA NACIONAL DE ELECTRICIDAD, S      22.26450   20150309      161458MXN                                
PCLP371151059            EMPRESA NACIONAL DE TELECOM             152.86289   20150309      161458MXN                                
PCLP371861061            ENERSIS, S.A.                             4.87350   20150309      161458MXN                                
PCLP3880F1085            S.A.C.I. FALABELLA                      111.41601   20150309      161458MXN                                
PCLP469751018            GENER                                     7.08872   20150309      161458MXN                                
PCLP533431027            ISHARES INTERNATIONAL SELECT DIVIDE       1.40298   20150309      161458MXN                                
PCLP5380Y1074            IAM, S.A.                                 0.42828   20150309      161458MXN                                
PCLP5611E1020            INFORSA                                   3.24900   20150309      161458MXN                                
PCLP7847L1080            EMPRESAS COPEC, S.A.                    171.52740   20150309      161458MXN                                
PCLP7919K1035            PROVIDA                                  73.84086   20150309      161458MXN                                
PCLP7980K1070            QUINENCO                                 32.61305   20150309      161458MXN                                
PCLP8716H1116            CALICHERA A                               6.64568   20150309      161458MXN                                
PCLP8716X1082            SOC QUIMICA Y MINERA CHILE-B            379.34512   20150309      161458MXN                                
PCLP9796J1008            VI¥A CONCHA Y TORO, S.A.                 30.90732   20150309      161458MXN                                
PCNE1000001Z5            BANK OF CHINA - H                         8.54384   20150309      161458MXN                                
PCNE1000003G1            IND & COMM BK OF CHINA - H               10.91382   20150309      161458MXN                                
PCOA04AO00013            INVERSIONES NACIONAL DE CHOC            136.58204   20150309      161458MXN                                
PCOB07PA00011            BANCOLOMBIA, S.A.                       136.34492   20150309      161458MXN                                
PCOB14PA00025            BANCO DE CREDITO, S.A. HELM FIN           3.01737   20150309      161458MXN                                
PCOC04PA00016            ECOPETROL, S.A.                          10.67047   20150309      161458MXN                                
PCOD02PA00018            CIA COLOMBIANA DE TEJIDOS, S.A.          11.26328   20150309      161458MXN                                
PCOD04PA00014            TEXTILES FABRICATO TEJICONDO              0.04742   20150309      161458MXN                                
PCOD05PA00011            ENKA DE COLOMBIA-COMMON SH                0.06817   20150309      161458MXN                                
PCOD10PA00011            TABLEROS Y MADERAS DE CALDAS              0.04742   20150309      161458MXN                                
PCOD38PA00012            EMBOTELLADORAS ARGOS, S.A.               46.17943   20150309      161458MXN                                
PCOE15PA00026            INTERCONEXION ELECTRICA, S.A.            45.05310   20150309      161458MXN                                
PCOE16PA00016            ISAGEN, S.A. E.S.P                       17.96196   20150309      161458MXN                                
PCOG13A000011            EMPRESA DE TELECOMUNICACIONES DE BO       4.09035   20150309      161458MXN                                
PCOG31PA00010            IMI PLC                                 142.27296   20150309      161458MXN                                
PCOR01PA00010            BOLSA DE VALORES DE COLOMBIA              0.10552   20150309      161458MXN                                
PCOR41PA00016            INTERBOLSA, S.A.                          5.80948   20150309      161458MXN                                
PCORB6PA00015            FONDO BURSATIL ISHARES COLCAP ETF        77.53876   20150309      161458MXN                                
PCOT09PA00019            INVERSIONES ARGOS, S.A.                  97.10129   20150309      161458MXN                                
PCOT13PA00011            SURAMERICANA DE INVERSIONES             191.12001   20150309      161458MXN                                
PCOT29PA00025            GRUPO AVAL ACCIONES Y VAL                 6.87653   20150309      161458MXN                                
PDE0001030500            DEUTSCHE BUNDESREPUBLIK INFLATION L       0.17283   20150309      161458MXN                                
PDE0001102358            BUNDESREPUB. DEUTSCHLAND                  0.18904   20150309      161458MXN                                
PDE0001135309            BUNDESREPUBLIK DEUTSCHLAND                0.18170   20150309      161458MXN                                
PDE0001135382            BUNDESREPUBLIK DEUTSCHLAND                0.19831   20150309      161458MXN                                
PDE0001135390            BUNDESREPUBLIK DEUTSCHLAND                0.19618   20150309      161458MXN                                
PDE0001135416            BUNDESREPUBLIK DEUTSCHLAND                0.19127   20150309      161458MXN                                
PDE0001141612            BUNDESOBLIGATION                          0.17258   20150309      161458MXN                                
PDE0001142131            DEUTSCHE BUNDESREPUBLIK PRINCIPAL S   15061.78483   20150309      161458MXN                                
PDE0001143188            DEUTSCHE BUNDESREPUBLIK COUPON STRI   16788.31009   20150309      161458MXN                                
PDE0002635307            ISHARES STOXX EUROPE 600 UCITS ETF      664.56454   20150309      161458MXN                                
PDE0003083358            DEUTSCHE BANK AG                      19103.97770   20150309      161458MXN                                
PDE0005140008            DEUTSCHE BANK AG                        494.07717   20150309      161458MXN                                
PDE0005190003            BAYERISCHE MOTOREN WERKE AG            1924.09896   20150309      161458MXN                                
PDE0005552004            DEUTSCHE POST AG-REG                    511.02664   20150309      161458MXN                                
PDE0005557508            DTE ENERGY CO                           281.83578   20150309      161458MXN                                
PDE0005785802            FRESENIUS MEDICAL CARE AG              1258.94705   20150309      161458MXN                                
PDE0005810055            DEUTSCHE BOERSE AG                     1197.10562   20150309      161458MXN                                
PDE0005933931            ISHARES CORE DAX UCITS ETF (DE)        1729.88165   20150309      161458MXN                                
PDE0005933956            ISHARES EURO STOXX 50 DE                611.61755   20150309      161458MXN                                
PDE0006047004            HEIDELBERGCEMENT AG                    1201.25076   20150309      161458MXN                                
PDE0006289309            ISHARES EURO STOXX BANKS 30-15 UCIT     252.90373   20150309      161458MXN                                
PDE0006289317            ISHARES EURO STOXX TELECOMMUNICATIO     644.84577   20150309      161458MXN                                
PDE0006289325            DJ EURO STOXX TECHNOLOGY                507.56956   20150309      161458MXN                                
PDE0006289333            DJ EURO STOXX HEALTHCARE EX            1115.49508   20150309      161458MXN                                
PDE0006289465            ISHARES EB.REXXr GOVERNMENT GERMANY    2424.82149   20150309      161458MXN                                
PDE0006289473            ISHARES EB.REXX GOVERNMENT GERMANY     1547.71377   20150309      161458MXN                                
PDE0006289481            ISHARES EB.REXXr GOVERNMENT GERMANY    1862.37501   20150309      161458MXN                                
PDE0006344765            ISHARES STOXX EUROPE 600 OIL & GAS      531.48382   20150309      161458MXN                                
PDE0006483001            LINDE AG                               3119.76134   20150309      161458MXN                                
PDE0007100000            DAIMLER CHRYSLER                       1513.71357   20150309      161458MXN                                
PDE0007164600            SAP SE                                 1057.59742   20150309      161458MXN                                
PDE0007236101            SIEMENS AG                             1671.14488   20150309      161458MXN                                
PDE0007551400            BEATE UHSE AG                            10.20342   20150309      161458MXN                                
PDE0007664005            VOLKSWAGEN AG                          3819.56794   20150309      161458MXN                                
PDE0007771172            PROSIEBENSAT 1 MEDIA AG                 522.50548   20150309      161458MXN                                
PDE0008404005            AUTOLIV INC                            2545.09761   20150309      161458MXN                                
PDE0008430026            MUENCHENER RUECKVER AG-REG             3152.48611   20150309      161458MXN                                
PDE000A0D9PT0            MTU AERO ENGINES AG                    1461.63923   20150309      161458MXN                                
PDE000A0H0728            ISHARES DOW JONES-UBS COMMODITY SWA     395.88580   20150309      161458MXN                                
PDE000A1EWWW0            ALLIANCE DATA SYSTEMS CORP             1198.93486   20150309      161458MXN                                
PDE000A1H8BV3            NORMA GROUP SE                          785.93148   20150309      161458MXN                                
PDE000BASF111            BASF SE                                1484.19415   20150309      161458MXN                                
